Name,Pass_pattern,n_passes,Count
shvil2014,extinction_ANOVA_cue_type_main_effect;extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_main_effect;recall_ANOVA_group_x_cue_type_interaction,4,23
shvil2014,extinction_ANOVA_group_main_effect;extinction_ANOVA_cue_type_main_effect;recall_ANOVA_group_main_effect;recall_ANOVA_group_x_cue_type_interaction,4,21
shvil2014,extinction_ANOVA_group_main_effect;recall_ANOVA_group_main_effect;recall_ANOVA_group_x_cue_type_interaction,3,12
shvil2014,extinction_ANOVA_cue_type_main_effect;extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_main_effect,3,10
shvil2014,extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_main_effect;recall_ANOVA_group_x_cue_type_interaction,3,10
shvil2014,extinction_ANOVA_group_main_effect;extinction_ANOVA_cue_type_main_effect;recall_ANOVA_group_main_effect,3,8
shvil2014,extinction_ANOVA_group_main_effect;extinction_ANOVA_cue_type_main_effect;extinction_ANOVA_group_x_cue_type_interaction,3,6
shvil2014,extinction_ANOVA_group_main_effect;recall_ANOVA_group_main_effect,2,5
shvil2014,extinction_ANOVA_group_main_effect;extinction_ANOVA_cue_type_main_effect;recall_ANOVA_group_x_cue_type_interaction,3,4
shvil2014,extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_main_effect,2,4
shvil2014,extinction_ANOVA_cue_type_main_effect;extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_x_cue_type_interaction,3,3
shvil2014,extinction_ANOVA_cue_type_main_effect;recall_ANOVA_group_main_effect,2,2
shvil2014,extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_x_cue_type_interaction,2,2
shvil2014,extinction_ANOVA_cue_type_main_effect;extinction_ANOVA_group_x_cue_type_interaction,2,1
shvil2014,extinction_ANOVA_cue_type_main_effect;recall_ANOVA_group_main_effect;recall_ANOVA_group_x_cue_type_interaction,3,1
shvil2014,extinction_ANOVA_cue_type_main_effect;recall_ANOVA_group_x_cue_type_interaction,2,1
shvil2014,extinction_ANOVA_group_main_effect;extinction_ANOVA_group_x_cue_type_interaction,2,1
shvil2014,extinction_ANOVA_group_main_effect;recall_ANOVA_group_x_cue_type_interaction,2,1
shvil2014,extinction_ANOVA_group_x_cue_type_interaction,1,1
wicking2016,acquisition_ANOVA_group_x_cue_type_interaction;extinction_ANOVA_group_x_cue_type_interaction;PTSD_t_test_between_stimuli_in_recall,3,859
wicking2016,acquisition_ANOVA_group_x_cue_type_interaction;extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_x_cue_type_interaction;PTSD_t_test_between_stimuli_in_recall,4,49
wicking2016,acquisition_ANOVA_group_x_cue_type_interaction;PTSD_t_test_between_stimuli_in_recall,2,47
wicking2016,extinction_ANOVA_group_x_cue_type_interaction;PTSD_t_test_between_stimuli_in_recall,2,36
wicking2016,extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_x_cue_type_interaction;PTSD_t_test_between_stimuli_in_recall,3,4
wicking2016,PTSD_t_test_between_stimuli_in_recall,1,3
wicking2016,acquisition_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_x_cue_type_interaction;PTSD_t_test_between_stimuli_in_recall,3,2
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction,9,477
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction,10,235
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect,8,69
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction,8,35
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction,9,34
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction,8,28
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction,8,23
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect,9,21
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;late_extinction_group_main_effect,8,13
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction,9,13
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;late_extinction_group_main_effect,7,13
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction,9,7
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect,7,6
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;late_extinction_group_x_cue_type_interaction,8,4
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;late_extinction_group_x_cue_type_interaction,7,4
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect,7,3
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect,6,3
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;group_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction,7,3
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction,7,3
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect,8,2
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;late_extinction_group_main_effect,7,1
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction,8,1
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction,7,1
zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;late_extinction_group_x_cue_type_interaction,6,1
