Name,Pass_pattern,n_passes,Count
acheson2015,acquisition_ANOVA_group_x_cue_type_interaction;extinction_ANOVA_group_main_effect;control_group_t_test_between_cue_type_types_during_acquisition;extinction_block_1_t_test;extinction_block_2_t_test,5,1
acheson2015,acquisition_ANOVA_group_x_cue_type_interaction;extinction_ANOVA_group_main_effect;control_group_t_test_between_cue_type_types_during_acquisition;extinction_block_3_t_test;extinction_block_4_t_test;extinction_block_1_t_test;extinction_block_2_t_test,7,1
acheson2015,acquisition_ANOVA_group_x_cue_type_interaction;extinction_ANOVA_group_main_effect;control_group_t_test_between_cue_type_types_during_acquisition;extinction_block_3_t_test;extinction_block_4_t_test;extinction_block_2_t_test,6,1
acheson2015,control_group_t_test_between_cue_type_types_during_acquisition;extinction_block_3_t_test;extinction_block_2_t_test,3,1
acheson2015,control_group_t_test_between_cue_type_types_during_acquisition;extinction_block_3_t_test;extinction_block_4_t_test;extinction_block_1_t_test;extinction_block_2_t_test,5,1
acheson2015,control_group_t_test_between_cue_type_types_during_acquisition;extinction_block_4_t_test;extinction_block_1_t_test,3,1
acheson2015,control_group_t_test_between_cue_type_types_during_acquisition;extinction_block_4_t_test;extinction_block_2_t_test,3,1
acheson2015,extinction_ANOVA_group_main_effect;control_group_t_test_between_cue_type_types_during_acquisition;extinction_block_3_t_test;extinction_block_1_t_test,4,1
acheson2015,extinction_ANOVA_group_main_effect;control_group_t_test_between_cue_type_types_during_acquisition;extinction_block_3_t_test;extinction_block_1_t_test;extinction_block_2_t_test,5,1
acheson2015,extinction_ANOVA_group_main_effect;control_group_t_test_between_cue_type_types_during_acquisition;extinction_block_3_t_test;extinction_block_4_t_test;extinction_block_1_t_test,5,1
blechert2007,extinction_ANOVA_group_main_effect;extinction_ANOVA_cue_type_main_effect;extinction_ANOVA_group_x_cue_type_interaction;CS_plus_group_difference;CS_minus_group_difference,5,741
blechert2007,extinction_ANOVA_cue_type_main_effect;extinction_ANOVA_group_x_cue_type_interaction;CS_plus_group_difference;CS_minus_group_difference,4,148
blechert2007,extinction_ANOVA_cue_type_main_effect;extinction_ANOVA_group_x_cue_type_interaction;CS_plus_group_difference,3,47
blechert2007,extinction_ANOVA_cue_type_main_effect;extinction_ANOVA_group_x_cue_type_interaction;CS_minus_group_difference,3,21
blechert2007,extinction_ANOVA_group_main_effect;extinction_ANOVA_cue_type_main_effect;extinction_ANOVA_group_x_cue_type_interaction;CS_plus_group_difference,4,19
blechert2007,extinction_ANOVA_cue_type_main_effect;CS_minus_group_difference,2,13
blechert2007,extinction_ANOVA_cue_type_main_effect;extinction_ANOVA_group_x_cue_type_interaction,2,10
blechert2007,extinction_ANOVA_group_main_effect;extinction_ANOVA_cue_type_main_effect;CS_plus_group_difference,3,1
burriss2006,extinction_ANOVA_block_main_effect;acquistion_ANOVA_group_x_block_interaction,2,711
burriss2006,extinction_ANOVA_block_main_effect,1,288
burriss2006,extinction_ANOVA_block_main_effect;acquistion_ANOVA_group_x_block_interaction;extinction_ANOVA_group_x_block_interaction,3,1
felmingham2018,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_group_x_trial_interaction,4,832
felmingham2018,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_trial_interaction;late_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_group_x_trial_interaction,5,97
felmingham2018,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect,3,59
felmingham2018,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_trial_interaction;late_extinction_ANOVA_trial_number_main_effect,4,12
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,5,525
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_renewal,4,66
garfinkel2014,control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,4,49
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;recall_ANOVA_group_x_cue_type_interaction;PTSD_t_test_between_stimuli_in_renewal,5,49
garfinkel2014,extinction_ANOVA_group_main_effect;PTSD_t_test_between_stimuli_in_extinction;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,4,40
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,4,34
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;recall_ANOVA_group_x_cue_type_interaction;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,6,32
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;control_t_test_between_stimuli_in_recall,4,23
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;recall_ANOVA_group_x_cue_type_interaction;PTSD_t_test_between_stimuli_in_recall;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,7,21
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_recall;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,6,16
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;control_t_test_between_stimuli_in_renewal;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,6,13
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;renewal_ANOVA_group_x_cue_type_interaction;control_t_test_between_stimuli_in_renewal;t_test_between_groups_in_renewal;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,8,12
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;renewal_ANOVA_group_x_cue_type_interaction;t_test_between_groups_in_renewal;control_t_test_between_stimuli_in_recall,6,11
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;renewal_ANOVA_group_x_cue_type_interaction;t_test_between_groups_in_renewal;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,7,11
garfinkel2014,control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;recall_ANOVA_group_x_cue_type_interaction;PTSD_t_test_between_stimuli_in_renewal,4,8
garfinkel2014,extinction_ANOVA_group_main_effect;PTSD_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_renewal,3,8
garfinkel2014,control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_renewal,3,6
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;control_t_test_between_stimuli_in_renewal;PTSD_t_test_between_stimuli_in_renewal,5,5
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;recall_ANOVA_group_x_cue_type_interaction;PTSD_t_test_between_stimuli_in_renewal,4,5
garfinkel2014,control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;recall_ANOVA_group_x_cue_type_interaction;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,5,4
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;recall_ANOVA_group_x_cue_type_interaction;PTSD_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,6,4
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_renewal,3,4
garfinkel2014,control_t_test_between_stimuli_in_extinction;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,3,3
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;recall_ANOVA_group_x_cue_type_interaction,4,3
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,3,3
garfinkel2014,extinction_ANOVA_group_main_effect;PTSD_t_test_between_stimuli_in_extinction;recall_ANOVA_group_x_cue_type_interaction;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,5,3
garfinkel2014,control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;control_t_test_between_stimuli_in_recall,3,2
garfinkel2014,control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;renewal_ANOVA_group_x_cue_type_interaction;t_test_between_groups_in_renewal;control_t_test_between_stimuli_in_recall,5,2
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;control_t_test_between_stimuli_in_recall,3,2
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction,3,2
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;recall_ANOVA_group_x_cue_type_interaction;control_t_test_between_stimuli_in_renewal;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,7,2
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;recall_ANOVA_group_x_cue_type_interaction;renewal_ANOVA_group_x_cue_type_interaction;t_test_between_groups_in_renewal,6,2
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;recall_ANOVA_group_x_cue_type_interaction;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,5,2
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;recall_ANOVA_group_x_cue_type_interaction;control_t_test_between_stimuli_in_renewal;PTSD_t_test_between_stimuli_in_renewal,5,2
garfinkel2014,extinction_ANOVA_group_main_effect;PTSD_t_test_between_stimuli_in_extinction;control_t_test_between_stimuli_in_recall,3,2
garfinkel2014,extinction_ANOVA_group_main_effect;PTSD_t_test_between_stimuli_in_extinction;recall_ANOVA_group_x_cue_type_interaction;PTSD_t_test_between_stimuli_in_recall;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,6,2
garfinkel2014,extinction_ANOVA_group_main_effect;PTSD_t_test_between_stimuli_in_extinction;recall_ANOVA_group_x_cue_type_interaction;PTSD_t_test_between_stimuli_in_renewal,4,2
garfinkel2014,control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;control_t_test_between_stimuli_in_renewal;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,5,1
garfinkel2014,control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,4,1
garfinkel2014,control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;recall_ANOVA_group_x_cue_type_interaction;PTSD_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,5,1
garfinkel2014,control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;recall_ANOVA_group_x_cue_type_interaction;renewal_ANOVA_group_x_cue_type_interaction;t_test_between_groups_in_renewal,5,1
garfinkel2014,control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;renewal_ANOVA_group_x_cue_type_interaction;t_test_between_groups_in_renewal;PTSD_t_test_between_stimuli_in_renewal,5,1
garfinkel2014,control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_recall;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,4,1
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;control_t_test_between_stimuli_in_renewal;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,5,1
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;recall_ANOVA_group_x_cue_type_interaction;PTSD_t_test_between_stimuli_in_recall,5,1
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;recall_ANOVA_group_x_cue_type_interaction;PTSD_t_test_between_stimuli_in_recall;control_t_test_between_stimuli_in_renewal;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,8,1
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;recall_ANOVA_group_x_cue_type_interaction;renewal_ANOVA_group_x_cue_type_interaction;PTSD_t_test_between_stimuli_in_recall;t_test_between_groups_in_renewal;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,9,1
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;recall_ANOVA_group_x_cue_type_interaction;renewal_ANOVA_group_x_cue_type_interaction;t_test_between_groups_in_renewal;PTSD_t_test_between_stimuli_in_renewal,7,1
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;renewal_ANOVA_group_x_cue_type_interaction;PTSD_t_test_between_stimuli_in_recall;t_test_between_groups_in_renewal;control_t_test_between_stimuli_in_recall,7,1
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;renewal_ANOVA_group_x_cue_type_interaction;t_test_between_groups_in_renewal,5,1
garfinkel2014,extinction_ANOVA_group_main_effect;control_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_extinction;renewal_ANOVA_group_x_cue_type_interaction;t_test_between_groups_in_renewal;PTSD_t_test_between_stimuli_in_renewal,6,1
garfinkel2014,extinction_ANOVA_group_main_effect;PTSD_t_test_between_stimuli_in_extinction;PTSD_t_test_between_stimuli_in_recall;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,5,1
garfinkel2014,extinction_ANOVA_group_main_effect;PTSD_t_test_between_stimuli_in_extinction;recall_ANOVA_group_x_cue_type_interaction;PTSD_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,5,1
garfinkel2014,extinction_ANOVA_group_main_effect;PTSD_t_test_between_stimuli_in_extinction;renewal_ANOVA_group_x_cue_type_interaction;t_test_between_groups_in_renewal;control_t_test_between_stimuli_in_recall,5,1
garfinkel2014,PTSD_t_test_between_stimuli_in_extinction;control_t_test_between_stimuli_in_recall,2,1
garfinkel2014,PTSD_t_test_between_stimuli_in_extinction;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,3,1
garfinkel2014,PTSD_t_test_between_stimuli_in_extinction;renewal_ANOVA_group_x_cue_type_interaction;t_test_between_groups_in_renewal;control_t_test_between_stimuli_in_recall;PTSD_t_test_between_stimuli_in_renewal,5,1
grillon1999,control_group_effect_of_cue_type_in_acquisition;control_group_effect_of_cue_type_in_extinction;acquisition_ANOVA_group_x_cue_type_interaction,3,630
grillon1999,control_group_effect_of_cue_type_in_acquisition;control_group_effect_of_cue_type_in_extinction;extinction_ANOVA_group_x_cue_type_interaction;acquisition_ANOVA_group_x_cue_type_interaction,4,314
grillon1999,control_group_effect_of_cue_type_in_acquisition;control_group_effect_of_cue_type_in_extinction,2,35
grillon1999,control_group_effect_of_cue_type_in_acquisition;control_group_effect_of_cue_type_in_extinction;extinction_ANOVA_group_x_cue_type_interaction,3,21
handy2018,,NA,954
handy2018,extinction_group_effect_on_regression,1,46
jovanovic2013,control_acquistion_cue_type_main_effect;control_extinction_cue_type_main_effect,2,1000
milad2009,extinction_ANOVA_group_main_effect;extinction_ANOVA_cue_type_main_effect;extinction_ANOVA_group_x_cue_type_interaction,3,581
milad2009,extinction_ANOVA_group_main_effect;extinction_ANOVA_group_x_cue_type_interaction,2,176
milad2009,extinction_ANOVA_group_main_effect;extinction_ANOVA_cue_type_main_effect;extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_x_cue_type_interaction,4,118
milad2009,extinction_ANOVA_group_main_effect;extinction_ANOVA_cue_type_main_effect,2,32
milad2009,extinction_ANOVA_group_main_effect;extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_x_cue_type_interaction,3,29
milad2009,extinction_ANOVA_cue_type_main_effect;extinction_ANOVA_group_x_cue_type_interaction,2,24
milad2009,extinction_ANOVA_cue_type_main_effect;extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_x_cue_type_interaction,3,11
milad2009,extinction_ANOVA_group_x_cue_type_interaction,1,9
milad2009,extinction_ANOVA_cue_type_main_effect,1,6
milad2009,extinction_ANOVA_group_main_effect;extinction_ANOVA_cue_type_main_effect;recall_ANOVA_group_x_cue_type_interaction,3,5
milad2009,extinction_ANOVA_group_main_effect,1,3
milad2009,extinction_ANOVA_group_main_effect;recall_ANOVA_group_x_cue_type_interaction,2,2
milad2009,extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_x_cue_type_interaction,2,2
milad2009,extinction_ANOVA_cue_type_main_effect;recall_ANOVA_group_x_cue_type_interaction,2,1
milad2009,recall_ANOVA_group_x_cue_type_interaction,1,1
norrholm2011,extinction_ANOVA_group_main_effect;extinction_block_1_t_test;acquisition_ANOVA_group_main_effect;CS_minus_group_difference;extinction_block_3_t_test,5,614
norrholm2011,extinction_ANOVA_group_main_effect;extinction_block_1_t_test;extinction_block_2_t_test;acquisition_ANOVA_group_main_effect;CS_minus_group_difference;extinction_block_3_t_test,6,243
norrholm2011,extinction_ANOVA_group_main_effect;extinction_block_1_t_test;acquisition_ANOVA_group_main_effect;CS_minus_group_difference,4,46
norrholm2011,extinction_ANOVA_group_main_effect;extinction_block_1_t_test;CS_minus_group_difference;extinction_block_3_t_test,4,31
norrholm2011,extinction_ANOVA_group_main_effect;extinction_block_1_t_test;acquisition_ANOVA_group_main_effect;extinction_block_3_t_test,4,26
norrholm2011,extinction_ANOVA_group_main_effect;extinction_block_1_t_test;extinction_block_2_t_test;acquisition_ANOVA_group_main_effect;CS_minus_group_difference,5,15
norrholm2011,extinction_ANOVA_group_main_effect;extinction_block_1_t_test;extinction_block_2_t_test;CS_minus_group_difference;extinction_block_3_t_test,5,10
norrholm2011,extinction_ANOVA_group_main_effect;extinction_block_1_t_test;extinction_block_2_t_test;acquisition_ANOVA_group_main_effect;extinction_block_3_t_test,5,5
norrholm2011,extinction_ANOVA_group_main_effect;extinction_block_1_t_test;extinction_block_2_t_test;extinction_block_3_t_test,4,4
norrholm2011,extinction_ANOVA_group_main_effect;extinction_block_1_t_test;acquisition_ANOVA_group_main_effect,3,3
norrholm2011,extinction_ANOVA_group_main_effect;extinction_block_1_t_test;CS_minus_group_difference,3,2
norrholm2011,extinction_ANOVA_group_main_effect;extinction_block_1_t_test;extinction_block_2_t_test;CS_minus_group_difference,4,1
norrholm2015,early_extinction_t_test_between_groups;late_extinction_t_test_between_groups,2,692
norrholm2015,early_extinction_t_test_between_groups;middle_extinction_t_test_between_groups;late_extinction_t_test_between_groups,3,225
norrholm2015,early_extinction_t_test_between_groups,1,59
norrholm2015,early_extinction_t_test_between_groups;middle_extinction_t_test_between_groups,2,24
pineles2016,group_effect_on_regression_for_initial_fear_change;group_effect_on_regression_for_late_fear_change,2,808
pineles2016,group_effect_on_regression_for_initial_fear_change,1,95
pineles2016,group_effect_on_regression_for_late_fear_change,1,78
pineles2016,,NA,19
pohlechen2020,acquisition_ANOVA_group_main_effect;acquisition_ANOVA_group_x_cue_type_interaction;extinction_ANOVA_group_main_effect;extinction_ANOVA_group_x_cue_type_interaction,4,746
pohlechen2020,acquisition_ANOVA_group_main_effect;acquisition_ANOVA_group_x_cue_type_interaction;extinction_ANOVA_group_main_effect,3,54
pohlechen2020,acquisition_ANOVA_group_main_effect;extinction_ANOVA_group_main_effect;extinction_ANOVA_group_x_cue_type_interaction,3,43
pohlechen2020,acquisition_ANOVA_group_x_cue_type_interaction;extinction_ANOVA_group_main_effect;extinction_ANOVA_group_x_cue_type_interaction,3,33
pohlechen2020,acquisition_ANOVA_group_main_effect;acquisition_ANOVA_group_x_cue_type_interaction,2,32
pohlechen2020,acquisition_ANOVA_group_main_effect;acquisition_ANOVA_group_x_cue_type_interaction;extinction_ANOVA_group_x_cue_type_interaction,3,26
pohlechen2020,acquisition_ANOVA_group_main_effect;acquisition_ANOVA_group_x_cue_type_interaction;extinction_ANOVA_group_main_effect;extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_main_effect,5,15
pohlechen2020,acquisition_ANOVA_group_main_effect;acquisition_ANOVA_group_x_cue_type_interaction;extinction_ANOVA_group_main_effect;extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_x_cue_type_interaction,5,13
pohlechen2020,acquisition_ANOVA_group_main_effect;acquisition_ANOVA_group_x_cue_type_interaction;extinction_ANOVA_group_main_effect;extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_main_effect;recall_ANOVA_group_x_cue_type_interaction,6,11
pohlechen2020,acquisition_ANOVA_group_main_effect,1,5
pohlechen2020,acquisition_ANOVA_group_main_effect;extinction_ANOVA_group_x_cue_type_interaction,2,5
pohlechen2020,acquisition_ANOVA_group_x_cue_type_interaction,1,3
pohlechen2020,extinction_ANOVA_group_main_effect;extinction_ANOVA_group_x_cue_type_interaction,2,3
pohlechen2020,acquisition_ANOVA_group_main_effect;acquisition_ANOVA_group_x_cue_type_interaction;extinction_ANOVA_group_main_effect;recall_ANOVA_group_x_cue_type_interaction,4,2
pohlechen2020,acquisition_ANOVA_group_main_effect;extinction_ANOVA_group_main_effect,2,2
pohlechen2020,acquisition_ANOVA_group_x_cue_type_interaction;extinction_ANOVA_group_main_effect,2,2
pohlechen2020,acquisition_ANOVA_group_main_effect;acquisition_ANOVA_group_x_cue_type_interaction;extinction_ANOVA_group_main_effect;recall_ANOVA_group_main_effect,4,1
pohlechen2020,acquisition_ANOVA_group_main_effect;acquisition_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_x_cue_type_interaction,3,1
pohlechen2020,acquisition_ANOVA_group_main_effect;extinction_ANOVA_group_main_effect;extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_main_effect;recall_ANOVA_group_x_cue_type_interaction,5,1
pohlechen2020,acquisition_ANOVA_group_main_effect;extinction_ANOVA_group_main_effect;extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_x_cue_type_interaction,4,1
pohlechen2020,acquisition_ANOVA_group_x_cue_type_interaction;extinction_ANOVA_group_x_cue_type_interaction,2,1
shvil2014,extinction_ANOVA_group_main_effect;extinction_ANOVA_cue_type_main_effect;extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_main_effect;recall_ANOVA_group_x_cue_type_interaction,5,396
shvil2014,extinction_ANOVA_group_main_effect;extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_main_effect;recall_ANOVA_group_x_cue_type_interaction,4,173
shvil2014,extinction_ANOVA_group_main_effect;extinction_ANOVA_cue_type_main_effect;extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_main_effect,4,149
shvil2014,extinction_ANOVA_group_main_effect;extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_main_effect,3,69
shvil2014,extinction_ANOVA_group_main_effect;extinction_ANOVA_cue_type_main_effect;extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_x_cue_type_interaction,4,68
shvil2014,extinction_ANOVA_group_main_effect;extinction_ANOVA_group_x_cue_type_interaction;recall_ANOVA_group_x_cue_type_interaction,3,29
